sentence,keyword
What are things they should prepare before taking their new job ?,['before']
Why did n't you plan for taxes last year ?,['for']
What might happen after this person watches the mentioned episode ?,['after']
What may have happened if they did not RSVP ?,['if']
What 's her likely goal for the future in regards to the faith and marriage ?,"['and', 'for']"
What might have happened if my heart and eyes had not been opened ?,"['if', 'and']"
What will the narrator do after the friend they were having conversations with leaves their girlfriend ?,['after']
What is the narrator prepping so much for ?,['for']
What may be the reason for them to fall in love ?,['for']
Why were my father 's eyes wide but empty ?,['but']
What was the reason for going to the cafe ?,['for']
How does he feel before he brought his face to his hands,['before']
What will happen if Patrick is included with Pete and Travis .,"['if', 'and']"
Why might Bob be sighing as he speaks to partick ?,['as']
What will happen to Travis after his latest nightmare ?,['after']
What is going to happen to Patrick after being confronted ?,['after']
Why does Travis have such animus for nightmares ?,['for']
Why does Travis not feel he is good enough for Patrick ?,['for']
Why is William so distant and unresponsive to his interrogator ?,['and']
What was the reason for Travis 's insecurities ?,['for']
What happened to his hand after he brought his face to his hand,['after']
What may he have done after laying back ?,['after']
What may happen if a business foregoes search engine marketing and optimization ?,"['if', 'and']"
What may be the reason for laying on the horn ?,['for']
What may have happened after they got off of the phone ?,['after']
What event was the narrator preparing for ?,['for']
Why might Remy and I be having problems communicating ?,['and']
What would eventually happen if they stuck with their coffee ?,['if']
What would happen if a friend wanted to go to the bar ?,['if']
What may happen if the exact address comes to mind ?,['if']
What kind of person might be a good friend for the writer 's grandson ?,['for']
What may happen after the drinking age is lowered ?,['after']
why does she want to read or journal at starbucks ?,['or']
What may be the reason for these bold changes ?,['for']
Why may people be sympathetic for the woman ?,['for']
What may happen if I answered 55 instead of 10 ?,"['if', 'instead']"
What is the narrator taking so much medicine for ?,['for']
What may be true about me and Olivia ?,['and']
What did they finally do ?,['finally']
What will happen after this ?,['after']
What may have happened if I did not volunteer ?,['if']
What may have happened before they went on their trip ?,['before']
What may happen after they 're done explaining their symptoms ?,['after']
Who did the narrator decide to call for help ?,['for']
Why did they sleep before picking up their dog ?,['before']
What may be a reason for them watching the man ?,['for']
What may have happened if we stayed in the rain ?,['if']
What may be the reason for their criticism of the game ?,['for']
How many times has the narrator been disappointed before ?,['before']
What can we concur about the person writing or posting this ?,['or']
What may happen after kicking them out of the bed ?,['after']
Why did the narrator get rid of Megan as a beneficiary ?,['as']
Why did the speaker decide to straighten up the house before the agent came over ?,['before']
What may happen after they leave the bar ?,['after']
What may happen after Mavis tells me that they broke up ?,['after']
What may be the reason for coming home with new screwdrivers ?,['for']
What may be the reason the lecturer was only in class for one hour ?,['for']
What may happen before rewiring the outlet ?,['before']
Why might the narrator not have checked in for a while ?,['for']
Why did he ask if Gatorade was light replacement ?,['if']
What happened to the speaker before this event ?,['before']
Why is the narrator so exhausted after yesterday 's work ?,['after']
