sentence,keyword
Bernard Jackson was found guilty and sentenced 5 years' prison because   _   .,"['because', 'and']"
The following statements may be the reasons for why sometimes the eyewitness' testimony is not accurate EXCEPT    _   .,"['except', 'for']"
Eyewitness testimony is important because    _   .,['because']
"The author asked the woman to say ""Thank you!"" to the young man because the young man  _  .",['because']
Why was the black man running after the writer?,['after']
"According to the passage, the following are wrong EXCEPT that   _  .",['except']
"If you feel uncomfortable, you should NOT  _",['if']
The best title for this passage might be  _  .,['for']
What people reported were different from the research findings because  _  .,['because']
Why are China-Japan economic and trade relations at a crossroads?,['and']
Reporters who write on films are said to be lucky because they  _  .,['because']
Which mobile device is Hello-Hello World being released for now?,['for']
How do subterranean and aboveground insects communicate with each other?,['and']
"After finding a plant occupied by root-eating insects, aboveground insects will usually   _  .",['after']
Aboveground insects will develop more quickly if their food plants   _  .,['if']
Why did the author put her hands and knees on the floor?,['and']
If you need the bus service? you had better call_.,['if']
"Compared to other languages, Silbo Gomero is special because it   _  .",['because']
"According to the text, salt can be used in the following EXCEPT   _  .",['except']
In the Roman Empire many people were employed as guards to   _  .,['as']
"In the television advertisement, Doris looks bored because   _  .",['because']
Designer shoes will remain on the market because they   _  .,['because']
"If swimming makes you nervous, what should you do according to the writer?",['if']
Nils uses the theatre for    _  .,['for']
"According to the passage, the researchers' next goal of the experiment is the creation of a glowing   _  .",['next']
Which of the following can best serve as the title of the passage ?,['as']
The students interviewed prefer to write using a computer mainly because    _    .,['because']
The writer and Mary didn't know  _  .,['and']
"Tom calls Zip ""the keep dog"" because   _  .",['because']
"After 2002, the number of foreign students in the USA fell mainly because   _  .","['because', 'after']"
"The BEST title for this passage is ""  _  "".",['for']
This passage is written for those who want to   _  .,['for']
The things were included in Bruno's 94 items EXCEPT  _  .,['except']
All the following statements are false EXCEPT  _  .,['except']
How many buoys would at least be needed for global tsunami warnings within half an hour?,['for']
The strawberries the children eat serve as  _  .,['as']
The blind man didn't lost his way because   _,['because']
We can infer that the young man was   _  after hearing the blind man's explanation.,['after']
Which of the gifts is designed mainly for girls?,['for']
"According to the text,a telescope is intended to be bought for   _  .",['for']
"If students want to be admitted to the seven prestigious universities, they can  _  .",['if']
"If students pass the independent exam, they will   _  .",['if']
"Ivory is known as ""white gold"" because","['because', 'as']"
Tanzania and Zambia asked for permission to   _  .,"['and', 'for']"
Which will be the best title for this passage?,['for']
"As to whether to remain in the EU,  _   .",['as']
"According to the passage,what's the relationship between France and Germany?",['and']
Prime Minister David Cameron feels a little bit comfortable for   _   .,['for']
What would be the best title for this text?,['for']
"From the dialogue between Kiger and her mother, we can infer that  _  .",['and']
"According to the passage, the root( ) cause for weather changes on the Earth is  _  .",['for']
Only a small part of the Sun's energy reaches the Earth's surface because most of it is  _  .,['because']
The author should not like to be back as a bookseller for life because_.,"['as', 'for']"
The similarity between the Tugela Falls and the Niagara Falls is that  _  .,['and']
Which is Not the reason why the public is riding subways and buses in increasing numbers.,['and']
The gentleman dismissed the other boys because  _  .,['because']
All the following are sure of the safety of cloned products EXCEPT   _  .,['except']
Why are products from cloning not widely used for feeding?,['for']
Children lose a lot in learning in the summer break because they_.,['because']
The writer mentioned Nike website and Micheal Jordan to show that_.,['and']
"If Robert says he is in deep water, we may guess  _  .",['if']
"If your argument doesn't hold water, then it is   _  .",['if']
The passage explains the origins of the following expressions EXCEPT  _  .,['except']
If you are a sport lover you can go to   _  .,['if']
Which item is the cheapest and most relaxed to spend your leisure time?,['and']
The time for test preparation has been changed to   _  .,['for']
How many more infants will survive when 100 girls stay in school for another year?,['for']
"The United States is filled with cars, but  _  .",['but']
The traffic in and around cities is a great problem because  _  .,"['because', 'and']"
"After winning the contest, Zoe   _",['after']
The writer used not to feel Father's true love because  _   .,['because']
The author said that they depended on each other in the same way because  _  .,['because']
The need for cooperation increases because  _  .,"['because', 'for']"
Einstein fell in love with Marits mainly because they   _  .,['because']
Einstein and Marits got divorced because   _  .,"['because', 'and']"
"If Jim wants to make a 5 minutes animated movie, he needs to take about   _  .",['if']
